0.6838671660811797,0.3730182583619075,0.31084890771927215,255,255,0,100,node0;vertex
0.6810641536507568,0.3730182583619075,0.34655230548311033,255,255,0,100,node1;vertex
0.6789042612898812,0.3785262531954019,0.34619250296513904,255,255,0,100,node2;vertex
0.6816792651410609,0.3785262531954019,0.31084890771927215,255,255,0,100,node3;vertex
0.6780575403942962,0.3828104885665748,0.3460524600689227,255,255,0,100,node4;vertex
0.6808206944619499,0.3828104885665748,0.31084890771927215,255,255,0,100,node5;vertex
0.6783376261867289,0.3858698872223784,0.3460987819499789,255,255,0,100,node6;vertex
0.681104012013526,0.3858698872223784,0.31084890771927215,255,255,0,100,node7;vertex
0.6795603083960026,0.38770552641586065,0.3463023827760165,255,255,0,100,node8;vertex
0.6823439302715648,0.38770552641586065,0.31084890771927215,255,255,0,100,node9;vertex
0.6815435312570358,0.3883174061470213,0.34663094495560104,255,255,0,100,node10;vertex
0.6843530072057458,0.3883174061470213,0.31084890771927215,255,255,0,100,node11;vertex
0.684102007245604,0.38770552641586065,0.3470564599094892,255,255,0,100,node12;vertex
0.6869438007857485,0.38770552641586065,0.31084890771927215,255,255,0,100,node13;vertex
0.6870515260905302,0.3858698872223784,0.34754661004624654,255,255,0,100,node14;vertex
0.6899321007403961,0.3858698872223784,0.31084890771927215,255,255,0,100,node15;vertex
0.6902078775206375,0.3828104885665748,0.34807123228053394,255,255,0,100,node16;vertex
0.6931304650393683,0.3828104885665748,0.31084890771927215,255,255,0,100,node17;vertex
0.6933879285177967,0.3785262531954019,0.3486001635270127,255,255,0,100,node18;vertex
0.6963514516523447,0.3785262531954019,0.31084890771927215,255,255,0,100,node19;vertex
0.6964063915577834,0.3730182583619075,0.34910216344729594,255,255,0,100,node20;vertex
0.6994097730551005,0.3730182583619075,0.31084890771927215,255,255,0,100,node21;vertex
0.6729352021519208,0.3730182583619075,0.38027032587981946,255,255,0,100,node22;vertex
0.6708571810226794,0.3785262531954019,0.3795722659048333,255,255,0,100,node23;vertex
0.6700417004654811,0.3828104885665748,0.3792986436306875,255,255,0,100,node24;vertex
0.6703110137274357,0.3858698872223784,0.3793891328867043,255,255,0,100,node25;vertex
0.6714884513087009,0.38770552641586065,0.3797844847552535,255,255,0,100,node26;vertex
0.673396266456387,0.3883174061470213,0.38042545031870534,255,255,0,100,node27;vertex
0.6758577896706515,0.38770552641586065,0.38125170340638187,255,255,0,100,node28;vertex
0.6786952741986046,0.3858698872223784,0.38220507235370094,255,255,0,100,node29;vertex
0.6817331277934519,0.3828104885665748,0.3832252309899848,255,255,0,100,node30;vertex
0.6847925264492555,0.3785262531954019,0.38425293039760333,255,255,0,100,node31;vertex
0.6876968006661733,0.3730182583619075,0.38522892165892664,255,255,0,100,node32;vertex
0.6598972085141772,0.3730182583619075,0.41158607197989416,255,255,0,100,node33;vertex
0.6579506122567698,0.3785262531954019,0.41057345411494506,255,255,0,100,node34;vertex
0.6571857625928189,0.3828104885665748,0.41017594774030014,255,255,0,100,node35;vertex
0.6574389170590561,0.3858698872223784,0.410307372612134,255,255,0,100,node36;vertex
0.6585409469269742,0.38770552641586065,0.410881548486621,255,255,0,100,node37;vertex
0.6603291869863523,0.3883174061470213,0.4118112178668881,255,255,0,100,node38;vertex
0.6626355857617311,0.38770552641586065,0.4130112777621576,255,255,0,100,node39;vertex
0.6652942462837463,0.3858698872223784,0.4143944706755562,255,255,0,100,node40;vertex
0.6681392715830342,0.3828104885665748,0.41587461636325834,255,255,0,100,node41;vertex
0.6710058419432784,0.3785262531954019,0.41736661183448653,255,255,0,100,node42;vertex
0.6737269831420671,0.3730182583619075,0.41878212233931966,255,255,0,100,node43;vertex
0.6423670696670319,0.3730182583619075,0.44008264685382864,255,255,0,100,node44;vertex
0.6405971429094666,0.3785262531954019,0.43878347967815995,255,255,0,100,node45;vertex
0.6399023146936239,0.3828104885665748,0.43827286173349406,255,255,0,100,node46;vertex
0.6401317695928092,0.3858698872223784,0.43844199046200155,255,255,0,100,node47;vertex
0.6411346921803279,0.38770552641586065,0.4391777542936613,255,255,0,100,node48;vertex
0.6427602670294855,0.3883174061470213,0.4403713506706439,255,255,0,100,node49;vertex
0.6448576787135876,0.38770552641586065,0.4419096680229283,255,255,0,100,node50;vertex
0.6472761118059394,0.3858698872223784,0.4436849810457327,255,255,0,100,node51;vertex
0.6498636736267988,0.3828104885665748,0.4455841781690361,255,255,0,100,node52;vertex
0.6524706260025187,0.3785262531954019,0.4474973795819612,255,255,0,100,node53;vertex
0.6549450762533571,0.3730182583619075,0.4493136282205827,255,255,0,100,node54;vertex
0.6207649142991338,0.3730182583619075,0.46534099906602167,255,255,0,100,node55;vertex
0.61921151540418,0.3785262531954019,0.46378760017106785,255,255,0,100,node56;vertex
0.618601790179115,0.3828104885665748,0.4631778749460027,255,255,0,100,node57;vertex
0.6188032364990569,0.3858698872223784,0.46337932126594467,255,255,0,100,node58;vertex
0.6196833522391243,0.38770552641586065,0.4642594370060122,255,255,0,100,node59;vertex
0.6211096352744356,0.3883174061470213,0.4656857200413234,255,255,0,100,node60;vertex
0.6229495834801091,0.38770552641586065,0.4675256682469969,255,255,0,100,node61;vertex
0.6250706947312631,0.3858698872223784,0.46964677949815087,255,255,0,100,node62;vertex
0.6273415441560638,0.3828104885665748,0.4719176289229517,255,255,0,100,node63;vertex
0.6296285523765819,0.3785262531954019,0.47420463714346966,255,255,0,100,node64;vertex
0.6317992172679355,0.3730182583619075,0.4763753020348233,255,255,0,100,node65;vertex
0.5955065620869409,0.3730182583619075,0.4869431544339197,255,255,0,100,node66;vertex
0.5942073949112721,0.3785262531954019,0.4851732276763544,255,255,0,100,node67;vertex
0.5936967769666063,0.3828104885665748,0.4844783994605117,255,255,0,100,node68;vertex
0.5938659056951138,0.3858698872223784,0.48470785435969693,255,255,0,100,node69;vertex
0.5946016695267735,0.38770552641586065,0.48571077694721576,255,255,0,100,node70;vertex
0.5957952659037561,0.3883174061470213,0.4873363517963733,255,255,0,100,node71;vertex
0.5973335832560405,0.38770552641586065,0.48943376348047535,255,255,0,100,node72;vertex
0.5991088962788449,0.3858698872223784,0.4918521965728272,255,255,0,100,node73;vertex
0.6010080934021483,0.3828104885665748,0.4944397583936865,255,255,0,100,node74;vertex
0.6029212948150734,0.3785262531954019,0.49704671076940643,255,255,0,100,node75;vertex
0.6047375434536948,0.3730182583619075,0.49952116102024485,255,255,0,100,node76;vertex
0.5670099872130064,0.3730182583619075,0.504473293281065,255,255,0,100,node77;vertex
0.5659973693480573,0.3785262531954019,0.5025266970236575,255,255,0,100,node78;vertex
0.5655998629734124,0.3828104885665748,0.5017618473597066,255,255,0,100,node79;vertex
0.5657312878452462,0.3858698872223784,0.5020150018259439,255,255,0,100,node80;vertex
0.5663054637197332,0.38770552641586065,0.5031170316938619,255,255,0,100,node81;vertex
0.5672351331000004,0.3883174061470213,0.5049052717532402,255,255,0,100,node82;vertex
0.5684351929952699,0.38770552641586065,0.5072116705286188,255,255,0,100,node83;vertex
0.5698183859086684,0.3858698872223784,0.5098703310506342,255,255,0,100,node84;vertex
0.5712985315963706,0.3828104885665748,0.512715356349922,255,255,0,100,node85;vertex
0.5727894498145509,0.3785262531954019,0.5155819267101661,255,255,0,100,node86;vertex
0.5742060375724318,0.3730182583619075,0.5183030679089549,255,255,0,100,node87;vertex
0.5356942411129317,0.3730182583619075,0.5175112869188085,255,255,0,100,node88;vertex
0.5349961811379456,0.3785262531954019,0.5154332657895673,255,255,0,100,node89;vertex
0.5347225588637997,0.3828104885665748,0.5146177852323689,255,255,0,100,node90;vertex
0.5348130481198164,0.3858698872223784,0.5148870984943235,255,255,0,100,node91;vertex
0.5352083999883657,0.38770552641586065,0.5160645360755887,255,255,0,100,node92;vertex
0.5358493655518175,0.3883174061470213,0.5179723512232748,255,255,0,100,node93;vertex
0.5366756186394941,0.38770552641586065,0.5204338744375393,255,255,0,100,node94;vertex
0.5376289875868132,0.3858698872223784,0.5232713589654924,255,255,0,100,node95;vertex
0.538649146223097,0.3828104885665748,0.5263092125603397,255,255,0,100,node96;vertex
0.5396768456307156,0.3785262531954019,0.5293686112161433,255,255,0,100,node97;vertex
0.5406528368920388,0.3730182583619075,0.5322728854330612,255,255,0,100,node98;vertex
0.5019751434631747,0.3730182583619075,0.5256402384176445,255,255,0,100,node99;vertex
0.5016164181982513,0.3785262531954019,0.5234814233098168,255,255,0,100,node100;vertex
0.501475298048987,0.3828104885665748,0.522633625161184,255,255,0,100,node101;vertex
0.5015226971830911,0.3858698872223784,0.5229137109536167,255,255,0,100,node102;vertex
0.5017252207560808,0.38770552641586065,0.5241363931628903,255,255,0,100,node103;vertex
0.5020548601887131,0.3883174061470213,0.5261196160239237,255,255,0,100,node104;vertex
0.5024803751426015,0.38770552641586065,0.5286780920124918,255,255,0,100,node105;vertex
0.5029705252793587,0.3858698872223784,0.531627610857418,255,255,0,100,node106;vertex
0.5034951475136462,0.3828104885665748,0.5347839622875252,255,255,0,100,node107;vertex
0.5040240787601249,0.3785262531954019,0.5379640132846847,255,255,0,100,node108;vertex
0.5045260786804082,0.3730182583619075,0.5409824763246711,255,255,0,100,node109;vertex
0.46627282295238437,0.3730182583619075,0.5284432508480674,255,255,0,100,node110;vertex
0.46627282295238437,0.3785262531954019,0.5262553499079488,255,255,0,100,node111;vertex
0.46627282295238437,0.3828104885665748,0.5253967792288377,255,255,0,100,node112;vertex
0.46627282295238437,0.3858698872223784,0.5256800967804138,255,255,0,100,node113;vertex
0.46627282295238437,0.38770552641586065,0.5269200150384525,255,255,0,100,node114;vertex
0.46627282295238437,0.3883174061470213,0.5289290919726335,255,255,0,100,node115;vertex
0.46627282295238437,0.38770552641586065,0.5315198855526362,255,255,0,100,node116;vertex
0.46627282295238437,0.3858698872223784,0.5345081855072839,255,255,0,100,node117;vertex
0.46627282295238437,0.3828104885665748,0.5377065498062561,255,255,0,100,node118;vertex
0.46627282295238437,0.3785262531954019,0.5409275364192324,255,255,0,100,node119;vertex
0.46627282295238437,0.3730182583619075,0.5439858578219883,255,255,0,100,node120;vertex
0.42717069182267986,0.3730182583619075,0.5256402384176445,255,255,0,100,node121;vertex
0.4284515456965357,0.3785262531954019,0.5234803460567691,255,255,0,100,node122;vertex
