14,162,255,255,255,100
14,8760,255,255,255,100
14,38,255,255,255,100
20,165,255,255,255,100
24,96,255,255,255,100
24,97,255,255,255,100
38,8766,255,255,255,100
73,184,255,255,255,100
76,8833,255,255,255,100
79,217,255,255,255,100
79,9057,255,255,255,100
95,1203,255,255,255,100
96,97,255,255,255,100
97,318,255,255,255,100
97,334,255,255,255,100
97,425,255,255,255,100
123,8833,255,255,255,100
162,333,255,255,255,100
165,260,255,255,255,100
184,505,255,255,255,100
184,330,255,255,255,100
217,290,255,255,255,100
222,265,255,255,255,100
260,399,255,255,255,100
265,333,255,255,255,100
276,8922,255,255,255,100
276,8848,255,255,255,100
287,356,255,255,255,100
287,379,255,255,255,100
290,430,255,255,255,100
318,334,255,255,255,100
318,436,255,255,255,100
318,551,255,255,255,100
318,425,255,255,255,100
330,398,255,255,255,100
333,599,255,255,255,100
356,379,255,255,255,100
356,433,255,255,255,100
398,535,255,255,255,100
399,538,255,255,255,100
420,6777,255,255,255,100
430,485,255,255,255,100
433,506,255,255,255,100
436,551,255,255,255,100
468,562,255,255,255,100
485,545,255,255,255,100
505,736,255,255,255,100
506,591,255,255,255,100
535,704,255,255,255,100
540,618,255,255,255,100
540,660,255,255,255,100
542,549,255,255,255,100
545,591,255,255,255,100
549,613,255,255,255,100
562,670,255,255,255,100
587,701,255,255,255,100
613,834,255,255,255,100
618,660,255,255,255,100
645,714,255,255,255,100
670,717,255,255,255,100
677,777,255,255,255,100
677,775,255,255,255,100
701,802,255,255,255,100
704,777,255,255,255,100
714,809,255,255,255,100
714,750,255,255,255,100
717,785,255,255,255,100
736,807,255,255,255,100
750,800,255,255,255,100
775,800,255,255,255,100
777,807,255,255,255,100
785,790,255,255,255,100
790,893,255,255,255,100
798,1321,255,255,255,100
798,930,255,255,255,100
800,907,255,255,255,100
802,1203,255,255,255,100
809,892,255,255,255,100
814,915,255,255,255,100
814,870,255,255,255,100
830,911,255,255,255,100
836,917,255,255,255,100
837,959,255,255,255,100
870,980,255,255,255,100
892,907,255,255,255,100
893,1004,255,255,255,100
911,1013,255,255,255,100
915,999,255,255,255,100
917,932,255,255,255,100
932,1013,255,255,255,100
980,1079,255,255,255,100
999,1083,255,255,255,100
1004,1184,255,255,255,100
1013,1117,255,255,255,100
1026,1234,255,255,255,100
1031,1199,255,255,255,100
1031,1143,255,255,255,100
1079,1131,255,255,255,100
1083,1168,255,255,255,100
1117,1215,255,255,255,100
1126,1198,255,255,255,100
1131,1458,255,255,255,100
1143,1537,255,255,255,100
1143,1681,255,255,255,100
1168,1459,255,255,255,100
1170,1242,255,255,255,100
1170,1331,255,255,255,100
1173,1368,255,255,255,100
1184,1190,255,255,255,100
1190,1342,255,255,255,100
1198,1223,255,255,255,100
1199,1537,255,255,255,100
1215,1223,255,255,255,100
1234,1341,255,255,255,100
1242,1350,255,255,255,100
1331,1350,255,255,255,100
1333,1460,255,255,255,100
1341,1368,255,255,255,100
1341,1407,255,255,255,100
1342,1388,255,255,255,100
1368,1384,255,255,255,100
1384,1404,255,255,255,100
1388,1459,255,255,255,100
1404,1492,255,255,255,100
1404,1452,255,255,255,100
1407,1452,255,255,255,100
1438,1497,255,255,255,100
1452,1904,255,255,255,100
1458,1515,255,255,255,100
1460,1916,255,255,255,100
1476,1674,255,255,255,100
1492,1786,255,255,255,100
1497,1498,255,255,255,100
1515,1555,255,255,255,100
1536,1947,255,255,255,100
1538,1785,255,255,255,100
1538,1547,255,255,255,100
1538,1539,255,255,255,100
1539,1565,255,255,255,100
1547,1557,255,255,255,100
1555,1661,255,255,255,100
1557,1596,255,255,255,100
1572,1607,255,255,255,100
1572,1786,255,255,255,100
1607,1703,255,255,255,100
1649,1824,255,255,255,100
1649,1697,255,255,255,100
1661,1674,255,255,255,100
1691,1700,255,255,255,100
1697,1859,255,255,255,100
1697,1751,255,255,255,100
1697,1700,255,255,255,100
1703,2082,255,255,255,100
1708,1998,255,255,255,100
1708,1846,255,255,255,100
1751,1752,255,255,255,100
1785,1846,255,255,255,100
1785,1873,255,255,255,100
1786,2089,255,255,255,100
1824,1977,255,255,255,100
1824,1859,255,255,255,100
1846,1897,255,255,255,100
1856,1950,255,255,255,100
1859,1992,255,255,255,100
1859,2029,255,255,255,100
1873,2055,255,255,255,100
1897,1942,255,255,255,100
1916,2096,255,255,255,100
1916,2009,255,255,255,100
1942,2055,255,255,255,100
1942,1998,255,255,255,100
1950,2034,255,255,255,100
1977,2029,255,255,255,100
1992,2079,255,255,255,100
2009,2096,255,255,255,100
2014,2036,255,255,255,100
2034,2100,255,255,255,100
2034,2114,255,255,255,100
2036,2542,255,255,255,100
2041,2129,255,255,255,100
2041,2153,255,255,255,100
2055,2118,255,255,255,100
2079,2149,255,255,255,100
2082,2089,255,255,255,100
2100,2250,255,255,255,100
2118,2193,255,255,255,100
2118,2153,255,255,255,100
2128,2210,255,255,255,100
2129,2192,255,255,255,100
2153,2193,255,255,255,100
2168,2292,255,255,255,100
2192,2193,255,255,255,100
2210,2280,255,255,255,100
2221,2350,255,255,255,100
2232,2552,255,255,255,100
2250,2290,255,255,255,100
2276,2610,255,255,255,100
2280,2466,255,255,255,100
2288,2423,255,255,255,100
2292,2706,255,255,255,100
2320,3299,255,255,255,100
2320,2445,255,255,255,100
2337,2466,255,255,255,100
2350,2706,255,255,255,100
2408,2423,255,255,255,100
2415,2642,255,255,255,100
2423,2575,255,255,255,100
2423,2484,255,255,255,100
2445,2765,255,255,255,100
2445,2545,255,255,255,100
2466,2689,255,255,255,100
2477,2755,255,255,255,100
2484,2588,255,255,255,100
2484,2645,255,255,255,100
2530,2610,255,255,255,100
2532,2689,255,255,255,100
2545,2870,255,255,255,100
2552,2810,255,255,255,100
2566,2649,255,255,255,100
2566,2588,255,255,255,100
2575,2638,255,255,255,100
2588,2649,255,255,255,100
2610,2638,255,255,255,100
2638,2685,255,255,255,100
2642,2769,255,255,255,100
2645,2685,255,255,255,100
2685,2741,255,255,255,100
2689,2813,255,255,255,100
2689,2883,255,255,255,100
2706,3180,255,255,255,100
2728,3016,255,255,255,100
2728,3215,255,255,255,100
2741,2819,255,255,255,100
2755,2769,255,255,255,100
2765,3035,255,255,255,100
2769,2897,255,255,255,100
2795,3215,255,255,255,100
2810,3267,255,255,255,100
2813,2897,255,255,255,100
2837,2935,255,255,255,100
2870,3157,255,255,255,100
2897,2977,255,255,255,100
2897,2982,255,255,255,100
2962,3180,255,255,255,100
3016,3215,255,255,255,100
3035,3177,255,255,255,100
3157,3299,255,255,255,100
3157,3177,255,255,255,100
3199,3439,255,255,255,100
3199,3625,255,255,255,100
3215,3339,255,255,255,100
3215,3606,255,255,255,100
3241,3453,255,255,255,100
3254,3441,255,255,255,100
3267,3570,255,255,255,100
3299,3449,255,255,255,100
3310,4164,255,255,255,100
3315,3878,255,255,255,100
3315,3747,255,255,255,100
3339,3606,255,255,255,100
3402,3410,255,255,255,100
3402,3474,255,255,255,100
3410,3446,255,255,255,100
3430,3460,255,255,255,100
3439,3477,255,255,255,100
3441,3467,255,255,255,100
3441,3453,255,255,255,100
3446,3484,255,255,255,100
3449,3650,255,255,255,100
3453,3563,255,255,255,100
3460,3509,255,255,255,100
3474,3484,255,255,255,100
3477,3724,255,255,255,100
3484,3538,255,255,255,100
3538,3656,255,255,255,100
3560,3765,255,255,255,100
3570,3603,255,255,255,100
3585,3765,255,255,255,100
3603,3680,255,255,255,100
3625,3776,255,255,255,100
3650,3689,255,255,255,100
3656,3777,255,255,255,100
3675,4027,255,255,255,100
3680,3695,255,255,255,100
3689,4040,255,255,255,100
3724,3930,255,255,255,100
3738,3749,255,255,255,100
3738,3893,255,255,255,100
3747,4291,255,255,255,100
