0,0,2,255,255,255,100
1,0,9,255,255,255,100
2,0,13,255,255,255,100
3,0,14,255,255,255,100
4,0,20,255,255,255,100
5,0,24,255,255,255,100
6,0,32,255,255,255,100
7,0,43,255,255,255,100
8,0,45,255,255,255,100
9,0,48,255,255,255,100
10,0,54,255,255,255,100
11,0,61,255,255,255,100
12,0,68,255,255,255,100
13,0,70,255,255,255,100
14,0,72,255,255,255,100
15,0,74,255,255,255,100
16,0,75,255,255,255,100
17,0,79,255,255,255,100
18,0,87,255,255,255,100
19,0,101,255,255,255,100
20,0,105,255,255,255,100
21,0,107,255,255,255,100
22,0,108,255,255,255,100
23,0,109,255,255,255,100
24,0,115,255,255,255,100
25,0,120,255,255,255,100
26,0,127,255,255,255,100
27,0,128,255,255,255,100
28,0,135,255,255,255,100
29,0,136,255,255,255,100
30,0,137,255,255,255,100
31,0,150,255,255,255,100
32,0,156,255,255,255,100
33,0,157,255,255,255,100
34,0,159,255,255,255,100
35,0,161,255,255,255,100
36,0,162,255,255,255,100
37,0,167,255,255,255,100
38,0,184,255,255,255,100
39,0,185,255,255,255,100
40,0,189,255,255,255,100
41,0,193,255,255,255,100
42,0,194,255,255,255,100
43,0,196,255,255,255,100
44,0,199,255,255,255,100
45,0,212,255,255,255,100
46,0,215,255,255,255,100
47,0,224,255,255,255,100
48,0,225,255,255,255,100
49,0,226,255,255,255,100
50,0,227,255,255,255,100
51,0,236,255,255,255,100
52,0,237,255,255,255,100
53,0,238,255,255,255,100
54,0,239,255,255,255,100
55,0,241,255,255,255,100
56,0,243,255,255,255,100
57,1,4,255,255,255,100
58,1,5,255,255,255,100
59,1,8,255,255,255,100
60,1,10,255,255,255,100
61,1,11,255,255,255,100
62,1,21,255,255,255,100
63,1,25,255,255,255,100
64,1,27,255,255,255,100
65,1,29,255,255,255,100
66,1,31,255,255,255,100
67,1,33,255,255,255,100
68,1,37,255,255,255,100
69,1,38,255,255,255,100
70,1,46,255,255,255,100
71,1,47,255,255,255,100
72,1,50,255,255,255,100
73,1,52,255,255,255,100
74,1,55,255,255,255,100
75,1,56,255,255,255,100
76,1,57,255,255,255,100
77,1,59,255,255,255,100
78,1,63,255,255,255,100
79,1,64,255,255,255,100
80,1,69,255,255,255,100
81,1,73,255,255,255,100
82,1,76,255,255,255,100
83,1,81,255,255,255,100
84,1,86,255,255,255,100
85,1,90,255,255,255,100
86,1,95,255,255,255,100
87,1,96,255,255,255,100
88,1,98,255,255,255,100
89,1,100,255,255,255,100
90,1,102,255,255,255,100
91,1,104,255,255,255,100
92,1,110,255,255,255,100
93,1,111,255,255,255,100
94,1,112,255,255,255,100
95,1,114,255,255,255,100
96,1,116,255,255,255,100
97,1,118,255,255,255,100
98,1,119,255,255,255,100
99,1,125,255,255,255,100
100,1,132,255,255,255,100
101,1,140,255,255,255,100
102,1,141,255,255,255,100
103,1,147,255,255,255,100
104,1,148,255,255,255,100
105,1,151,255,255,255,100
106,1,155,255,255,255,100
107,1,163,255,255,255,100
108,1,170,255,255,255,100
109,1,174,255,255,255,100
110,1,178,255,255,255,100
111,1,179,255,255,255,100
112,1,186,255,255,255,100
113,1,187,255,255,255,100
114,1,195,255,255,255,100
115,1,199,255,255,255,100
116,1,201,255,255,255,100
117,1,204,255,255,255,100
118,1,209,255,255,255,100
119,1,218,255,255,255,100
120,1,228,255,255,255,100
121,1,229,255,255,255,100
122,1,232,255,255,255,100
123,1,235,255,255,255,100
124,1,242,255,255,255,100
125,2,6,255,255,255,100
126,2,7,255,255,255,100
127,2,12,255,255,255,100
128,2,14,255,255,255,100
129,2,20,255,255,255,100
130,2,24,255,255,255,100
131,2,32,255,255,255,100
132,2,43,255,255,255,100
133,2,45,255,255,255,100
134,2,54,255,255,255,100
135,2,72,255,255,255,100
136,2,74,255,255,255,100
137,2,87,255,255,255,100
138,2,101,255,255,255,100
139,2,105,255,255,255,100
140,2,107,255,255,255,100
141,2,109,255,255,255,100
142,2,115,255,255,255,100
143,2,120,255,255,255,100
144,2,127,255,255,255,100
145,2,128,255,255,255,100
146,2,136,255,255,255,100
147,2,137,255,255,255,100
148,2,144,255,255,255,100
149,2,149,255,255,255,100
150,2,157,255,255,255,100
151,2,162,255,255,255,100
152,2,167,255,255,255,100
153,2,170,255,255,255,100
154,2,184,255,255,255,100
155,2,185,255,255,255,100
156,2,189,255,255,255,100
157,2,194,255,255,255,100
158,2,196,255,255,255,100
159,2,212,255,255,255,100
160,2,226,255,255,255,100
161,2,227,255,255,255,100
162,2,239,255,255,255,100
163,2,241,255,255,255,100
164,2,243,255,255,255,100
165,3,24,255,255,255,100
166,3,33,255,255,255,100
167,3,57,255,255,255,100
168,3,89,255,255,255,100
169,3,133,255,255,255,100
170,3,202,255,255,255,100
171,4,5,255,255,255,100
172,4,8,255,255,255,100
173,4,10,255,255,255,100
174,4,11,255,255,255,100
175,4,21,255,255,255,100
176,4,22,255,255,255,100
177,4,27,255,255,255,100
178,4,29,255,255,255,100
179,4,31,255,255,255,100
180,4,38,255,255,255,100
181,4,46,255,255,255,100
